id,title,location,link,date_posted,company,categories,key
threat-intelligence-analyst,THREAT INTELLIGENCE ANALYST,,https://careers.draftkings.com//jobs/jr13452/threat-intelligence-analyst/,,Draft Kings,,THREAT INTELLIGENCE ANALYST||https://careers.draftkings.com//jobs/jr13452/threat-intelligence-analyst/||Draft Kings
new-business-specialist-arizona,"NEW BUSINESS SPECIALIST, ARIZONA",,https://careers.draftkings.com//jobs/jr12346/new-business-specialist-arizona/,,Draft Kings,,"NEW BUSINESS SPECIALIST, ARIZONA||https://careers.draftkings.com//jobs/jr12346/new-business-specialist-arizona/||Draft Kings"
new-business-specialist-detroit,"NEW BUSINESS SPECIALIST, DETROIT",,https://careers.draftkings.com//jobs/jr12345/new-business-specialist-detroit/,,Draft Kings,,"NEW BUSINESS SPECIALIST, DETROIT||https://careers.draftkings.com//jobs/jr12345/new-business-specialist-detroit/||Draft Kings"
senior-data-engineer-platform,"SENIOR DATA ENGINEER, PLATFORM",,https://careers.draftkings.com//jobs/jr13338/senior-data-engineer-platform/,,Draft Kings,,"SENIOR DATA ENGINEER, PLATFORM||https://careers.draftkings.com//jobs/jr13338/senior-data-engineer-platform/||Draft Kings"
senior-tax-analyst,SENIOR TAX ANALYST,,https://careers.draftkings.com//jobs/jr13478/senior-tax-analyst/,,Draft Kings,,SENIOR TAX ANALYST||https://careers.draftkings.com//jobs/jr13478/senior-tax-analyst/||Draft Kings
data-engineer,DATA ENGINEER,,https://careers.draftkings.com//jobs/jr13434/data-engineer/,,Draft Kings,,DATA ENGINEER||https://careers.draftkings.com//jobs/jr13434/data-engineer/||Draft Kings
analyst-ii-risk-analytics,"ANALYST II, RISK ANALYTICS",,https://careers.draftkings.com//jobs/jr13146/analyst-ii-risk-analytics/,,Draft Kings,,"ANALYST II, RISK ANALYTICS||https://careers.draftkings.com//jobs/jr13146/analyst-ii-risk-analytics/||Draft Kings"
lead-analyst-trading-analytics,"LEAD ANALYST, TRADING ANALYTICS",,https://careers.draftkings.com//jobs/jr13383/lead-analyst-trading-analytics/,,Draft Kings,,"LEAD ANALYST, TRADING ANALYTICS||https://careers.draftkings.com//jobs/jr13383/lead-analyst-trading-analytics/||Draft Kings"
customer-trading-analyst,CUSTOMER TRADING ANALYST,,https://careers.draftkings.com//jobs/jr13308/customer-trading-analyst/,,Draft Kings,,CUSTOMER TRADING ANALYST||https://careers.draftkings.com//jobs/jr13308/customer-trading-analyst/||Draft Kings
director-hr-business-partnership,"DIRECTOR, HR BUSINESS PARTNERSHIP",,https://careers.draftkings.com//jobs/jr13347/director-hr-business-partnership/,,Draft Kings,,"DIRECTOR, HR BUSINESS PARTNERSHIP||https://careers.draftkings.com//jobs/jr13347/director-hr-business-partnership/||Draft Kings"
analyst-ii-responsible-gaming-analytics,"ANALYST II, RESPONSIBLE GAMING ANALYTICS",,https://careers.draftkings.com//jobs/jr13280/analyst-ii-responsible-gaming-analytics/,,Draft Kings,,"ANALYST II, RESPONSIBLE GAMING ANALYTICS||https://careers.draftkings.com//jobs/jr13280/analyst-ii-responsible-gaming-analytics/||Draft Kings"
senior-product-manager-consumer-data-science,"SENIOR PRODUCT MANAGER, CONSUMER DATA SCIENCE",,https://careers.draftkings.com//jobs/jr13134/senior-product-manager-consumer-data-science/,,Draft Kings,,"SENIOR PRODUCT MANAGER, CONSUMER DATA SCIENCE||https://careers.draftkings.com//jobs/jr13134/senior-product-manager-consumer-data-science/||Draft Kings"
senior-product-manager-cx-ai-intelligence,"SENIOR PRODUCT MANAGER, CX AI INTELLIGENCE",,https://careers.draftkings.com//jobs/jr13172/senior-product-manager-cx-ai-intelligence/,,Draft Kings,,"SENIOR PRODUCT MANAGER, CX AI INTELLIGENCE||https://careers.draftkings.com//jobs/jr13172/senior-product-manager-cx-ai-intelligence/||Draft Kings"
senior-data-science-engineer-football,"SENIOR DATA SCIENCE ENGINEER, FOOTBALL",,https://careers.draftkings.com//jobs/jr12341/senior-data-science-engineer-football/,,Draft Kings,,"SENIOR DATA SCIENCE ENGINEER, FOOTBALL||https://careers.draftkings.com//jobs/jr12341/senior-data-science-engineer-football/||Draft Kings"
senior-data-science-engineer-american-football,"SENIOR DATA SCIENCE ENGINEER, AMERICAN FOOTBALL",,https://careers.draftkings.com//jobs/jr12611/senior-data-science-engineer-american-football/,,Draft Kings,,"SENIOR DATA SCIENCE ENGINEER, AMERICAN FOOTBALL||https://careers.draftkings.com//jobs/jr12611/senior-data-science-engineer-american-football/||Draft Kings"
data-science-manager-personalization,"DATA SCIENCE MANAGER, PERSONALIZATION",,https://careers.draftkings.com//jobs/jr12576/data-science-manager-personalization/,,Draft Kings,,"DATA SCIENCE MANAGER, PERSONALIZATION||https://careers.draftkings.com//jobs/jr12576/data-science-manager-personalization/||Draft Kings"
2122117,"Manager, Data Analytics and Insights",,https://jobs.fidelity.com/en/jobs/2122117/manager-data-analytics-and-insights/,,Fidelity,,"Manager, Data Analytics and Insights||https://jobs.fidelity.com/en/jobs/2122117/manager-data-analytics-and-insights/||Fidelity"
2122593,"Analyst, Market Data Services",,https://jobs.fidelity.com/en/jobs/2122593/analyst-market-data-services/,,Fidelity,,"Analyst, Market Data Services||https://jobs.fidelity.com/en/jobs/2122593/analyst-market-data-services/||Fidelity"
2119120,"Associate, Quantitative Data Operations",,https://jobs.fidelity.com/en/jobs/2119120/associate-quantitative-data-operations/,,Fidelity,,"Associate, Quantitative Data Operations||https://jobs.fidelity.com/en/jobs/2119120/associate-quantitative-data-operations/||Fidelity"
2116968,"Principle Business Analyst, Digital Solutions",,https://jobs.fidelity.com/en/jobs/2116968/principle-business-analyst-digital-solutions/,,Fidelity,,"Principle Business Analyst, Digital Solutions||https://jobs.fidelity.com/en/jobs/2116968/principle-business-analyst-digital-solutions/||Fidelity"
2119124,"Director, Quantitative Data Operations",,https://jobs.fidelity.com/en/jobs/2119124/director-quantitative-data-operations/,,Fidelity,,"Director, Quantitative Data Operations||https://jobs.fidelity.com/en/jobs/2119124/director-quantitative-data-operations/||Fidelity"
2123131,IT Audit Senior Analyst,,https://jobs.fidelity.com/en/jobs/2123131/it-audit-senior-analyst/,,Fidelity,,IT Audit Senior Analyst||https://jobs.fidelity.com/en/jobs/2123131/it-audit-senior-analyst/||Fidelity
2123649,Senior Systems Analyst,,https://jobs.fidelity.com/en/jobs/2123649/senior-systems-analyst/,,Fidelity,,Senior Systems Analyst||https://jobs.fidelity.com/en/jobs/2123649/senior-systems-analyst/||Fidelity
2121489,"Senior Manager, Data Analytics and Insights",,https://jobs.fidelity.com/en/jobs/2121489/senior-manager-data-analytics-and-insights/,,Fidelity,,"Senior Manager, Data Analytics and Insights||https://jobs.fidelity.com/en/jobs/2121489/senior-manager-data-analytics-and-insights/||Fidelity"
2122247,Systems Analyst,,https://jobs.fidelity.com/en/jobs/2122247/systems-analyst/,,Fidelity,,Systems Analyst||https://jobs.fidelity.com/en/jobs/2122247/systems-analyst/||Fidelity
2122787,"Manager, Data Analytics and Insights",,https://jobs.fidelity.com/en/jobs/2122787/manager-data-analytics-and-insights/,,Fidelity,,"Manager, Data Analytics and Insights||https://jobs.fidelity.com/en/jobs/2122787/manager-data-analytics-and-insights/||Fidelity"
2122022,"Consultant, Business Analysis",,https://jobs.fidelity.com/en/jobs/2122022/consultant-business-analysis/,,Fidelity,,"Consultant, Business Analysis||https://jobs.fidelity.com/en/jobs/2122022/consultant-business-analysis/||Fidelity"
2122489,"Analyst, Market Risk",,https://jobs.fidelity.com/en/jobs/2122489/analyst-market-risk/,,Fidelity,,"Analyst, Market Risk||https://jobs.fidelity.com/en/jobs/2122489/analyst-market-risk/||Fidelity"
2121008,Consultant Business Analyst,,https://jobs.fidelity.com/en/jobs/2121008/consultant-business-analyst/,,Fidelity,,Consultant Business Analyst||https://jobs.fidelity.com/en/jobs/2121008/consultant-business-analyst/||Fidelity
2119243,Product Analyst,,https://jobs.fidelity.com/en/jobs/2119243/product-analyst/,,Fidelity,,Product Analyst||https://jobs.fidelity.com/en/jobs/2119243/product-analyst/||Fidelity
2122937,Senior Strategy Analyst,,https://jobs.fidelity.com/en/jobs/2122937/senior-strategy-analyst/,,Fidelity,,Senior Strategy Analyst||https://jobs.fidelity.com/en/jobs/2122937/senior-strategy-analyst/||Fidelity
2122016,Head of Proposal and Database Delivery,,https://jobs.fidelity.com/en/jobs/2122016/head-of-proposal-and-database-delivery/,,Fidelity,,Head of Proposal and Database Delivery||https://jobs.fidelity.com/en/jobs/2122016/head-of-proposal-and-database-delivery/||Fidelity
2121511,BI Reporting Engineer - BusinessObjects,,https://jobs.fidelity.com/en/jobs/2121511/bi-reporting-engineer-businessobjects/,,Fidelity,,BI Reporting Engineer - BusinessObjects||https://jobs.fidelity.com/en/jobs/2121511/bi-reporting-engineer-businessobjects/||Fidelity
2117704,"Senior Manager, Cyber Risk Analyst",,https://jobs.fidelity.com/en/jobs/2117704/senior-manager-cyber-risk-analyst/,,Fidelity,,"Senior Manager, Cyber Risk Analyst||https://jobs.fidelity.com/en/jobs/2117704/senior-manager-cyber-risk-analyst/||Fidelity"
2123334,IT - System Analyst,,https://jobs.fidelity.com/en/jobs/2123334/it-system-analyst/,,Fidelity,,IT - System Analyst||https://jobs.fidelity.com/en/jobs/2123334/it-system-analyst/||Fidelity
2122853,Senior Business Analyst (SQL & Alteryx Developer),,https://jobs.fidelity.com/en/jobs/2122853/senior-business-analyst-sql-alteryx-developer/,,Fidelity,,Senior Business Analyst (SQL & Alteryx Developer)||https://jobs.fidelity.com/en/jobs/2122853/senior-business-analyst-sql-alteryx-developer/||Fidelity
2119196,"Senior Manager, Data Analytics",,https://jobs.fidelity.com/en/jobs/2119196/senior-manager-data-analytics/,,Fidelity,,"Senior Manager, Data Analytics||https://jobs.fidelity.com/en/jobs/2119196/senior-manager-data-analytics/||Fidelity"
2122450,Senior Financial Analyst,,https://jobs.fidelity.com/en/jobs/2122450/senior-financial-analyst/,,Fidelity,,Senior Financial Analyst||https://jobs.fidelity.com/en/jobs/2122450/senior-financial-analyst/||Fidelity
2121911,Principal Systems Analyst,,https://jobs.fidelity.com/en/jobs/2121911/principal-systems-analyst/,,Fidelity,,Principal Systems Analyst||https://jobs.fidelity.com/en/jobs/2121911/principal-systems-analyst/||Fidelity
